timestamp,total_seconds_elapsed,movement,status
Mon Jan  1 01:14:00 1900,4440,yes,On
Mon Jan  1 01:14:30 1900,4470,yes,On
Mon Jan  1 01:15:00 1900,4500,yes,On
Mon Jan  1 01:15:30 1900,4530,yes,On
Mon Jan  1 01:16:00 1900,4560,yes,On
Mon Jan  1 01:16:30 1900,4590,yes,On
Mon Jan  1 01:17:00 1900,4620,yes,On
Mon Jan  1 01:17:30 1900,4650,yes,On
Mon Jan  1 01:18:00 1900,4680,yes,On
Mon Jan  1 01:18:30 1900,4710,yes,On
Mon Jan  1 01:19:00 1900,4740,yes,On
Mon Jan  1 01:19:30 1900,4770,yes,On
Mon Jan  1 01:20:00 1900,4800,yes,On
Mon Jan  1 01:20:30 1900,4830,yes,On
Mon Jan  1 01:21:00 1900,4860,yes,On
Mon Jan  1 01:21:30 1900,4890,yes,On
Mon Jan  1 01:22:00 1900,4920,yes,On
Mon Jan  1 01:22:30 1900,4950,yes,On
Mon Jan  1 01:23:00 1900,4980,yes,On
Mon Jan  1 01:23:30 1900,5010,yes,On
Mon Jan  1 01:24:00 1900,5040,yes,On
Mon Jan  1 01:24:30 1900,5070,yes,On
Mon Jan  1 01:25:00 1900,5100,yes,On
Mon Jan  1 01:25:30 1900,5130,yes,On
Mon Jan  1 01:26:00 1900,5160,yes,On
Mon Jan  1 01:26:30 1900,5190,yes,On
Mon Jan  1 01:27:00 1900,5220,yes,On
Mon Jan  1 01:27:30 1900,5250,yes,On
Mon Jan  1 01:28:00 1900,5280,yes,On
Mon Jan  1 01:28:30 1900,5310,yes,On
Mon Jan  1 01:29:00 1900,5340,yes,On
Mon Jan  1 01:29:30 1900,5370,yes,On
Mon Jan  1 01:30:00 1900,5400,yes,On
Mon Jan  1 01:30:30 1900,5430,yes,On
Mon Jan  1 01:31:00 1900,5460,yes,On
Mon Jan  1 01:31:30 1900,5490,yes,On
Mon Jan  1 01:32:00 1900,5520,yes,On
Mon Jan  1 01:32:30 1900,5550,yes,On
Mon Jan  1 01:33:00 1900,5580,yes,On
Mon Jan  1 01:33:30 1900,5610,yes,On
Mon Jan  1 01:34:00 1900,5640,yes,On
Mon Jan  1 01:34:30 1900,5670,yes,On
Mon Jan  1 01:35:00 1900,5700,yes,On
Mon Jan  1 01:35:30 1900,5730,yes,On
Mon Jan  1 01:36:00 1900,5760,yes,On
Mon Jan  1 01:36:30 1900,5790,yes,On
Mon Jan  1 01:37:00 1900,5820,yes,On
Mon Jan  1 01:37:30 1900,5850,yes,On
Mon Jan  1 01:38:00 1900,5880,yes,On
Mon Jan  1 01:38:30 1900,5910,yes,On
Mon Jan  1 01:39:00 1900,5940,yes,On
Mon Jan  1 01:39:30 1900,5970,yes,On
Mon Jan  1 01:40:00 1900,6000,yes,On
Mon Jan  1 01:40:30 1900,6030,yes,On
Mon Jan  1 01:41:00 1900,6060,yes,On
Mon Jan  1 01:41:30 1900,6090,yes,On
Mon Jan  1 01:42:00 1900,6120,yes,On
Mon Jan  1 01:42:30 1900,6150,yes,On
Mon Jan  1 01:43:00 1900,6180,yes,On
Mon Jan  1 01:43:30 1900,6210,yes,On
Mon Jan  1 01:44:00 1900,6240,yes,On
Mon Jan  1 01:44:30 1900,6270,yes,On
Mon Jan  1 01:45:00 1900,6300,yes,On
Mon Jan  1 01:45:30 1900,6330,yes,On
Mon Jan  1 01:46:00 1900,6360,yes,On
Mon Jan  1 01:46:30 1900,6390,yes,On
Mon Jan  1 01:47:00 1900,6420,yes,On
Mon Jan  1 01:47:30 1900,6450,yes,On
Mon Jan  1 01:48:00 1900,6480,yes,On
Mon Jan  1 01:48:30 1900,6510,yes,On
Mon Jan  1 01:49:00 1900,6540,yes,On
Mon Jan  1 01:49:30 1900,6570,yes,On
Mon Jan  1 01:50:00 1900,6600,yes,On
Mon Jan  1 01:50:30 1900,6630,yes,On
Mon Jan  1 01:51:00 1900,6660,yes,On
Mon Jan  1 01:51:30 1900,6690,yes,On
Mon Jan  1 01:52:00 1900,6720,yes,On
Mon Jan  1 01:52:30 1900,6750,yes,On
Mon Jan  1 01:53:00 1900,6780,yes,On
Mon Jan  1 01:53:30 1900,6810,yes,On
Mon Jan  1 01:54:00 1900,6840,yes,On
Mon Jan  1 01:54:30 1900,6870,yes,On
Mon Jan  1 01:55:00 1900,6900,yes,On
Mon Jan  1 01:55:30 1900,6930,yes,On
Mon Jan  1 01:56:00 1900,6960,yes,On
Mon Jan  1 01:56:30 1900,6990,yes,On
Mon Jan  1 01:57:00 1900,7020,yes,On
Mon Jan  1 01:57:30 1900,7050,yes,On
Mon Jan  1 01:58:00 1900,7080,yes,On
Mon Jan  1 01:58:30 1900,7110,yes,On
Mon Jan  1 01:59:00 1900,7140,yes,On
Mon Jan  1 01:59:30 1900,7170,yes,On
Mon Jan  1 02:00:00 1900,7200,yes,On
Mon Jan  1 02:00:30 1900,7230,yes,On
Mon Jan  1 02:01:00 1900,7260,yes,On
Mon Jan  1 02:01:30 1900,7290,yes,On
Mon Jan  1 02:02:00 1900,7320,yes,On
Mon Jan  1 02:02:30 1900,7350,yes,On
Mon Jan  1 02:03:00 1900,7380,yes,On
Mon Jan  1 02:03:30 1900,7410,yes,On
Mon Jan  1 02:04:00 1900,7440,yes,On
Mon Jan  1 02:04:30 1900,7470,yes,On
Mon Jan  1 02:05:00 1900,7500,yes,On
Mon Jan  1 02:05:30 1900,7530,yes,On
Mon Jan  1 02:06:00 1900,7560,yes,On
Mon Jan  1 02:06:30 1900,7590,yes,On
Mon Jan  1 02:07:00 1900,7620,yes,On
Mon Jan  1 02:07:30 1900,7650,yes,On
Mon Jan  1 02:08:00 1900,7680,yes,On
Mon Jan  1 02:08:30 1900,7710,yes,On
Mon Jan  1 02:09:00 1900,7740,yes,On
Mon Jan  1 02:09:30 1900,7770,yes,On
Mon Jan  1 02:10:00 1900,7800,yes,On
Mon Jan  1 02:10:30 1900,7830,yes,On
Mon Jan  1 02:11:00 1900,7860,yes,On
Mon Jan  1 02:11:30 1900,7890,yes,On
Mon Jan  1 02:12:00 1900,7920,yes,On
Mon Jan  1 02:12:30 1900,7950,yes,On
Mon Jan  1 02:13:00 1900,7980,yes,On
Mon Jan  1 02:13:30 1900,8010,yes,On
Mon Jan  1 02:14:00 1900,8040,yes,On
Mon Jan  1 02:14:30 1900,8070,yes,On
Mon Jan  1 02:15:00 1900,8100,yes,On
Mon Jan  1 02:15:30 1900,8130,yes,On
Mon Jan  1 02:16:00 1900,8160,yes,On
Mon Jan  1 02:16:30 1900,8190,yes,On
Mon Jan  1 02:17:00 1900,8220,yes,On
Mon Jan  1 02:17:30 1900,8250,yes,On
Mon Jan  1 02:18:00 1900,8280,yes,On
Mon Jan  1 02:18:30 1900,8310,yes,On
Mon Jan  1 02:19:00 1900,8340,yes,On
Mon Jan  1 02:19:30 1900,8370,yes,On
Mon Jan  1 02:20:00 1900,8400,yes,On
Mon Jan  1 02:20:30 1900,8430,yes,On
Mon Jan  1 02:21:00 1900,8460,yes,On
Mon Jan  1 02:21:30 1900,8490,yes,On
Mon Jan  1 02:22:00 1900,8520,yes,On
Mon Jan  1 02:22:30 1900,8550,yes,On
Mon Jan  1 02:23:00 1900,8580,yes,On
Mon Jan  1 02:23:30 1900,8610,yes,On
Mon Jan  1 02:24:00 1900,8640,yes,On
Mon Jan  1 02:24:30 1900,8670,yes,On
Mon Jan  1 02:25:00 1900,8700,yes,On
Mon Jan  1 02:25:30 1900,8730,yes,On
Mon Jan  1 02:26:00 1900,8760,yes,On
Mon Jan  1 02:26:30 1900,8790,yes,On
Mon Jan  1 02:27:00 1900,8820,yes,On
Mon Jan  1 02:27:30 1900,8850,yes,On
Mon Jan  1 02:28:00 1900,8880,yes,On
Mon Jan  1 02:28:30 1900,8910,yes,On
Mon Jan  1 02:29:00 1900,8940,yes,On
Mon Jan  1 02:29:30 1900,8970,yes,On
Mon Jan  1 02:30:00 1900,9000,yes,On
Mon Jan  1 02:30:30 1900,9030,yes,On
Mon Jan  1 02:31:00 1900,9060,yes,On
Mon Jan  1 02:31:30 1900,9090,yes,On
Mon Jan  1 02:32:00 1900,9120,yes,On
Mon Jan  1 02:32:30 1900,9150,yes,On
Mon Jan  1 02:33:00 1900,9180,yes,On
Mon Jan  1 02:33:30 1900,9210,yes,On
Mon Jan  1 02:34:00 1900,9240,yes,On
Mon Jan  1 02:34:30 1900,9270,yes,On
Mon Jan  1 02:35:00 1900,9300,yes,On
Mon Jan  1 02:35:30 1900,9330,yes,On
Mon Jan  1 02:36:00 1900,9360,yes,On
Mon Jan  1 02:36:30 1900,9390,yes,On
Mon Jan  1 02:37:00 1900,9420,yes,On
Mon Jan  1 02:37:30 1900,9450,yes,On
Mon Jan  1 02:38:00 1900,9480,yes,On
Mon Jan  1 02:38:30 1900,9510,yes,On
Mon Jan  1 02:39:00 1900,9540,yes,On
Mon Jan  1 02:39:30 1900,9570,yes,On
Mon Jan  1 02:40:00 1900,9600,yes,On
Mon Jan  1 02:40:30 1900,9630,yes,On
Mon Jan  1 02:41:00 1900,9660,yes,On
Mon Jan  1 02:41:30 1900,9690,yes,On
Mon Jan  1 02:42:00 1900,9720,yes,On
Mon Jan  1 02:42:30 1900,9750,yes,On
Mon Jan  1 02:43:00 1900,9780,yes,On
Mon Jan  1 02:43:30 1900,9810,yes,On
Mon Jan  1 02:44:00 1900,9840,yes,On
Mon Jan  1 02:44:30 1900,9870,yes,On
Mon Jan  1 02:45:00 1900,9900,yes,On
Mon Jan  1 02:45:30 1900,9930,yes,On
Mon Jan  1 02:46:00 1900,9960,yes,On
Mon Jan  1 02:46:30 1900,9990,yes,On
Mon Jan  1 02:47:00 1900,10020,yes,On
Mon Jan  1 02:47:30 1900,10050,yes,On
Mon Jan  1 02:48:00 1900,10080,yes,On
Mon Jan  1 02:48:30 1900,10110,yes,On
Mon Jan  1 02:49:00 1900,10140,yes,On
Mon Jan  1 02:49:30 1900,10170,yes,On
Mon Jan  1 02:50:00 1900,10200,yes,On
Mon Jan  1 02:50:30 1900,10230,yes,On
Mon Jan  1 02:51:00 1900,10260,yes,On
Mon Jan  1 02:51:30 1900,10290,yes,On
Mon Jan  1 02:52:00 1900,10320,yes,On
Mon Jan  1 02:52:30 1900,10350,yes,On
Mon Jan  1 02:53:00 1900,10380,yes,On
Mon Jan  1 02:53:30 1900,10410,yes,On
Mon Jan  1 02:54:00 1900,10440,yes,On
Mon Jan  1 02:54:30 1900,10470,yes,On
Mon Jan  1 02:55:00 1900,10500,yes,On
Mon Jan  1 02:55:30 1900,10530,yes,On
Mon Jan  1 02:56:00 1900,10560,yes,On
Mon Jan  1 02:56:30 1900,10590,yes,On
Mon Jan  1 02:57:00 1900,10620,yes,On
Mon Jan  1 02:57:30 1900,10650,yes,On
Mon Jan  1 02:58:00 1900,10680,yes,On
Mon Jan  1 02:58:30 1900,10710,yes,On
Mon Jan  1 02:59:00 1900,10740,yes,On
Mon Jan  1 02:59:30 1900,10770,yes,On
Mon Jan  1 03:00:00 1900,10800,yes,On
Mon Jan  1 03:00:30 1900,10830,yes,On
Mon Jan  1 03:01:00 1900,10860,yes,On
Mon Jan  1 03:01:30 1900,10890,yes,On
Mon Jan  1 03:02:00 1900,10920,yes,On
Mon Jan  1 03:02:30 1900,10950,yes,On
Mon Jan  1 03:03:00 1900,10980,yes,On
Mon Jan  1 03:03:30 1900,11010,yes,Off
Mon Jan  1 03:04:00 1900,11040,yes,Off
Mon Jan  1 03:04:30 1900,11070,yes,Off
Mon Jan  1 03:05:00 1900,11100,yes,Off
Mon Jan  1 03:05:30 1900,11130,yes,Off
Mon Jan  1 03:06:00 1900,11160,yes,Off
Mon Jan  1 03:06:30 1900,11190,yes,Off
Mon Jan  1 03:07:00 1900,11220,yes,Off
Mon Jan  1 03:07:30 1900,11250,yes,Off
Mon Jan  1 03:08:00 1900,11280,yes,On
Mon Jan  1 03:08:30 1900,11310,yes,Off
Mon Jan  1 03:09:00 1900,11340,yes,Off
Mon Jan  1 03:09:30 1900,11370,yes,Off
Mon Jan  1 03:10:00 1900,11400,yes,Off
Mon Jan  1 03:10:30 1900,11430,yes,Off
Mon Jan  1 03:11:00 1900,11460,yes,On
Mon Jan  1 03:11:30 1900,11490,yes,On
Mon Jan  1 03:12:00 1900,11520,yes,Off
Mon Jan  1 03:12:30 1900,11550,yes,On
Mon Jan  1 03:13:00 1900,11580,yes,On
Mon Jan  1 03:13:30 1900,11610,yes,On
Mon Jan  1 03:14:00 1900,11640,yes,On
Mon Jan  1 03:14:30 1900,11670,yes,On
Mon Jan  1 03:15:00 1900,11700,yes,On
Mon Jan  1 03:15:30 1900,11730,yes,On
Mon Jan  1 03:16:00 1900,11760,yes,On
Mon Jan  1 03:16:30 1900,11790,yes,On
Mon Jan  1 03:17:00 1900,11820,yes,On
Mon Jan  1 03:17:30 1900,11850,yes,On
Mon Jan  1 03:18:00 1900,11880,yes,On
Mon Jan  1 03:18:30 1900,11910,yes,On
Mon Jan  1 03:19:00 1900,11940,yes,On
Mon Jan  1 03:19:30 1900,11970,yes,On
Mon Jan  1 03:20:00 1900,12000,yes,On
Mon Jan  1 03:20:30 1900,12030,yes,On
Mon Jan  1 03:21:00 1900,12060,yes,On
Mon Jan  1 03:21:30 1900,12090,yes,On
Mon Jan  1 03:22:00 1900,12120,yes,On
Mon Jan  1 03:22:30 1900,12150,yes,On
Mon Jan  1 03:23:00 1900,12180,yes,On
Mon Jan  1 03:23:30 1900,12210,yes,On
Mon Jan  1 03:24:00 1900,12240,yes,On
Mon Jan  1 03:24:30 1900,12270,yes,On
Mon Jan  1 03:25:00 1900,12300,yes,On
Mon Jan  1 03:25:30 1900,12330,yes,On
Mon Jan  1 03:26:00 1900,12360,yes,On
Mon Jan  1 03:26:30 1900,12390,yes,On
Mon Jan  1 03:27:00 1900,12420,yes,On
Mon Jan  1 03:27:30 1900,12450,yes,On
Mon Jan  1 03:28:00 1900,12480,yes,On
Mon Jan  1 03:28:30 1900,12510,yes,On
Mon Jan  1 03:29:00 1900,12540,yes,On
Mon Jan  1 03:29:30 1900,12570,yes,On
Mon Jan  1 03:30:00 1900,12600,yes,On
Mon Jan  1 03:30:30 1900,12630,yes,On
Mon Jan  1 03:31:00 1900,12660,yes,On
Mon Jan  1 03:31:30 1900,12690,yes,On
Mon Jan  1 03:32:00 1900,12720,yes,On
Mon Jan  1 03:32:30 1900,12750,yes,On
Mon Jan  1 03:33:00 1900,12780,yes,On
Mon Jan  1 03:33:30 1900,12810,yes,On
Mon Jan  1 03:34:00 1900,12840,yes,On
Mon Jan  1 03:34:30 1900,12870,yes,On
Mon Jan  1 03:35:00 1900,12900,yes,On
Mon Jan  1 03:35:30 1900,12930,yes,On
Mon Jan  1 03:36:00 1900,12960,yes,On
Mon Jan  1 03:36:30 1900,12990,yes,On
Mon Jan  1 03:37:00 1900,13020,yes,On
Mon Jan  1 03:37:30 1900,13050,yes,On
Mon Jan  1 03:38:00 1900,13080,yes,On
Mon Jan  1 03:38:30 1900,13110,yes,On
Mon Jan  1 03:39:00 1900,13140,yes,On
Mon Jan  1 03:39:30 1900,13170,yes,On
Mon Jan  1 03:40:00 1900,13200,yes,On
Mon Jan  1 03:40:30 1900,13230,yes,On
Mon Jan  1 03:41:00 1900,13260,yes,On
Mon Jan  1 03:41:30 1900,13290,yes,On
Mon Jan  1 03:42:00 1900,13320,yes,On
Mon Jan  1 03:42:30 1900,13350,yes,On
Mon Jan  1 03:43:00 1900,13380,yes,On
Mon Jan  1 03:43:30 1900,13410,yes,On
Mon Jan  1 03:44:00 1900,13440,yes,On
Mon Jan  1 03:44:30 1900,13470,yes,On
Mon Jan  1 03:45:00 1900,13500,yes,On
Mon Jan  1 03:45:30 1900,13530,yes,On
Mon Jan  1 03:46:00 1900,13560,yes,On
Mon Jan  1 03:46:30 1900,13590,yes,On
Mon Jan  1 03:47:00 1900,13620,yes,On
Mon Jan  1 03:47:30 1900,13650,yes,On
Mon Jan  1 03:48:00 1900,13680,yes,On
Mon Jan  1 03:48:30 1900,13710,yes,On
Mon Jan  1 03:49:00 1900,13740,yes,On
Mon Jan  1 03:49:30 1900,13770,yes,On
Mon Jan  1 03:50:00 1900,13800,yes,On
Mon Jan  1 03:50:30 1900,13830,yes,On
Mon Jan  1 03:51:00 1900,13860,yes,On
Mon Jan  1 03:51:30 1900,13890,yes,On
Mon Jan  1 03:52:00 1900,13920,yes,On
Mon Jan  1 03:52:30 1900,13950,yes,On
Mon Jan  1 03:53:00 1900,13980,yes,On
Mon Jan  1 03:53:30 1900,14010,yes,On
Mon Jan  1 03:54:00 1900,14040,yes,On
Mon Jan  1 03:54:30 1900,14070,yes,On
Mon Jan  1 03:55:00 1900,14100,yes,On
Mon Jan  1 03:55:30 1900,14130,yes,On
Mon Jan  1 03:56:00 1900,14160,yes,On
Mon Jan  1 03:56:30 1900,14190,yes,On
Mon Jan  1 03:57:00 1900,14220,yes,On
Mon Jan  1 03:57:30 1900,14250,yes,On
Mon Jan  1 03:58:00 1900,14280,yes,On
Mon Jan  1 03:58:30 1900,14310,yes,On
Mon Jan  1 03:59:00 1900,14340,yes,On
Mon Jan  1 03:59:30 1900,14370,yes,On
Mon Jan  1 04:00:00 1900,14400,yes,On
Mon Jan  1 04:00:30 1900,14430,yes,On
Mon Jan  1 04:01:00 1900,14460,yes,On
Mon Jan  1 04:01:30 1900,14490,yes,On
Mon Jan  1 04:02:00 1900,14520,yes,On
Mon Jan  1 04:02:30 1900,14550,yes,On
Mon Jan  1 04:03:00 1900,14580,yes,On
Mon Jan  1 04:03:30 1900,14610,yes,On
Mon Jan  1 04:04:00 1900,14640,yes,On
Mon Jan  1 04:04:30 1900,14670,yes,On
Mon Jan  1 04:05:00 1900,14700,yes,On
Mon Jan  1 04:05:30 1900,14730,yes,On
Mon Jan  1 04:06:00 1900,14760,yes,On
Mon Jan  1 04:06:30 1900,14790,yes,On
Mon Jan  1 04:07:00 1900,14820,yes,On
Mon Jan  1 04:07:30 1900,14850,yes,On
Mon Jan  1 04:08:00 1900,14880,yes,On
Mon Jan  1 04:08:30 1900,14910,yes,On
Mon Jan  1 04:09:00 1900,14940,yes,On
Mon Jan  1 04:09:30 1900,14970,yes,On
Mon Jan  1 04:10:00 1900,15000,yes,On
Mon Jan  1 04:10:30 1900,15030,yes,On
Mon Jan  1 04:11:00 1900,15060,yes,On
Mon Jan  1 04:11:30 1900,15090,yes,On
Mon Jan  1 04:12:00 1900,15120,yes,On
Mon Jan  1 04:12:30 1900,15150,yes,On
Mon Jan  1 04:13:00 1900,15180,yes,On
Mon Jan  1 04:13:30 1900,15210,yes,On
Mon Jan  1 04:14:00 1900,15240,yes,On
Mon Jan  1 04:14:30 1900,15270,yes,On
Mon Jan  1 04:15:00 1900,15300,yes,On
Mon Jan  1 04:15:30 1900,15330,yes,On
Mon Jan  1 04:16:00 1900,15360,yes,On
Mon Jan  1 04:16:30 1900,15390,yes,On
Mon Jan  1 04:17:00 1900,15420,yes,On
Mon Jan  1 04:17:30 1900,15450,yes,On
Mon Jan  1 04:18:00 1900,15480,yes,On
Mon Jan  1 04:18:30 1900,15510,yes,On
Mon Jan  1 04:19:00 1900,15540,yes,On
Mon Jan  1 04:19:30 1900,15570,yes,On
Mon Jan  1 04:20:00 1900,15600,yes,On
Mon Jan  1 04:20:30 1900,15630,yes,On
Mon Jan  1 04:21:00 1900,15660,yes,On
Mon Jan  1 04:21:30 1900,15690,yes,On
Mon Jan  1 04:22:00 1900,15720,yes,On
Mon Jan  1 04:22:30 1900,15750,yes,On
Mon Jan  1 04:23:00 1900,15780,yes,On
Mon Jan  1 04:23:30 1900,15810,yes,On
Mon Jan  1 04:24:00 1900,15840,yes,On
Mon Jan  1 04:24:30 1900,15870,yes,On
Mon Jan  1 04:25:00 1900,15900,yes,On
Mon Jan  1 04:25:30 1900,15930,yes,On
Mon Jan  1 04:26:00 1900,15960,yes,On
Mon Jan  1 04:26:30 1900,15990,yes,On
Mon Jan  1 04:27:00 1900,16020,yes,On
Mon Jan  1 04:27:30 1900,16050,yes,On
