total_seconds_elapsed,timestamp,movement,status
1710,Mon Jan  1 00:28:30 1900,True,True
1740,Mon Jan  1 00:29:00 1900,False,False
1770,Mon Jan  1 00:29:30 1900,True,True
1800,Mon Jan  1 00:30:00 1900,False,False
1830,Mon Jan  1 00:30:30 1900,False,False
1860,Mon Jan  1 00:31:00 1900,True,True
1890,Mon Jan  1 00:31:30 1900,True,True
1920,Mon Jan  1 00:32:00 1900,True,True
1950,Mon Jan  1 00:32:30 1900,False,False
1980,Mon Jan  1 00:33:00 1900,False,False
2010,Mon Jan  1 00:33:30 1900,True,True
2040,Mon Jan  1 00:34:00 1900,False,False
2070,Mon Jan  1 00:34:30 1900,True,True
2100,Mon Jan  1 00:35:00 1900,False,False
2130,Mon Jan  1 00:35:30 1900,True,True
2160,Mon Jan  1 00:36:00 1900,True,True
2190,Mon Jan  1 00:36:30 1900,True,True
2220,Mon Jan  1 00:37:00 1900,False,False
2250,Mon Jan  1 00:37:30 1900,True,True
2280,Mon Jan  1 00:38:00 1900,False,False
2310,Mon Jan  1 00:38:30 1900,False,False
2340,Mon Jan  1 00:39:00 1900,True,True
2370,Mon Jan  1 00:39:30 1900,False,False
2400,Mon Jan  1 00:40:00 1900,False,False
2430,Mon Jan  1 00:40:30 1900,True,True
2460,Mon Jan  1 00:41:00 1900,True,True
2490,Mon Jan  1 00:41:30 1900,False,False
2520,Mon Jan  1 00:42:00 1900,True,True
2550,Mon Jan  1 00:42:30 1900,False,False
2580,Mon Jan  1 00:43:00 1900,False,False
2610,Mon Jan  1 00:43:30 1900,True,True
2640,Mon Jan  1 00:44:00 1900,False,False
2670,Mon Jan  1 00:44:30 1900,True,True
2700,Mon Jan  1 00:45:00 1900,False,False
2730,Mon Jan  1 00:45:30 1900,False,False
2760,Mon Jan  1 00:46:00 1900,False,False
2790,Mon Jan  1 00:46:30 1900,True,True
2820,Mon Jan  1 00:47:00 1900,True,True
2850,Mon Jan  1 00:47:30 1900,True,True
2880,Mon Jan  1 00:48:00 1900,False,False
2910,Mon Jan  1 00:48:30 1900,False,False
2940,Mon Jan  1 00:49:00 1900,False,False
2970,Mon Jan  1 00:49:30 1900,False,False
3000,Mon Jan  1 00:50:00 1900,True,True
3030,Mon Jan  1 00:50:30 1900,True,True
3060,Mon Jan  1 00:51:00 1900,True,True
3090,Mon Jan  1 00:51:30 1900,False,False
3120,Mon Jan  1 00:52:00 1900,True,True
3150,Mon Jan  1 00:52:30 1900,True,True
3180,Mon Jan  1 00:53:00 1900,False,False
3210,Mon Jan  1 00:53:30 1900,False,False
3240,Mon Jan  1 00:54:00 1900,False,False
3270,Mon Jan  1 00:54:30 1900,False,False
3300,Mon Jan  1 00:55:00 1900,True,True
3330,Mon Jan  1 00:55:30 1900,False,False
3360,Mon Jan  1 00:56:00 1900,False,False
3390,Mon Jan  1 00:56:30 1900,True,True
3420,Mon Jan  1 00:57:00 1900,False,False
3450,Mon Jan  1 00:57:30 1900,True,True
3480,Mon Jan  1 00:58:00 1900,False,False
3510,Mon Jan  1 00:58:30 1900,True,True
3540,Mon Jan  1 00:59:00 1900,False,False
3570,Mon Jan  1 00:59:30 1900,False,False
3600,Mon Jan  1 01:00:00 1900,False,False
3630,Mon Jan  1 01:00:30 1900,False,False
3660,Mon Jan  1 01:01:00 1900,True,True
3690,Mon Jan  1 01:01:30 1900,False,False
3720,Mon Jan  1 01:02:00 1900,True,True
3750,Mon Jan  1 01:02:30 1900,True,True
3780,Mon Jan  1 01:03:00 1900,True,True
3810,Mon Jan  1 01:03:30 1900,True,True
3840,Mon Jan  1 01:04:00 1900,True,True
3870,Mon Jan  1 01:04:30 1900,False,False
3900,Mon Jan  1 01:05:00 1900,True,True
3930,Mon Jan  1 01:05:30 1900,True,True
3960,Mon Jan  1 01:06:00 1900,True,True
3990,Mon Jan  1 01:06:30 1900,False,False
4020,Mon Jan  1 01:07:00 1900,True,True
4050,Mon Jan  1 01:07:30 1900,False,False
4080,Mon Jan  1 01:08:00 1900,True,True
4110,Mon Jan  1 01:08:30 1900,True,True
4140,Mon Jan  1 01:09:00 1900,False,False
4170,Mon Jan  1 01:09:30 1900,True,True
4200,Mon Jan  1 01:10:00 1900,False,False
4230,Mon Jan  1 01:10:30 1900,True,True
4260,Mon Jan  1 01:11:00 1900,False,False
4290,Mon Jan  1 01:11:30 1900,True,True
4320,Mon Jan  1 01:12:00 1900,False,False
4350,Mon Jan  1 01:12:30 1900,False,False
4380,Mon Jan  1 01:13:00 1900,True,True
4410,Mon Jan  1 01:13:30 1900,True,True
4440,Mon Jan  1 01:14:00 1900,True,True
4470,Mon Jan  1 01:14:30 1900,True,True
4500,Mon Jan  1 01:15:00 1900,True,True
4530,Mon Jan  1 01:15:30 1900,True,True
4560,Mon Jan  1 01:16:00 1900,False,False
4590,Mon Jan  1 01:16:30 1900,True,True
4620,Mon Jan  1 01:17:00 1900,False,False
4650,Mon Jan  1 01:17:30 1900,True,True
4680,Mon Jan  1 01:18:00 1900,False,False
4710,Mon Jan  1 01:18:30 1900,True,True
4740,Mon Jan  1 01:19:00 1900,True,True
4770,Mon Jan  1 01:19:30 1900,True,True
4800,Mon Jan  1 01:20:00 1900,False,False
4830,Mon Jan  1 01:20:30 1900,False,False
4860,Mon Jan  1 01:21:00 1900,False,False
4890,Mon Jan  1 01:21:30 1900,False,False
4920,Mon Jan  1 01:22:00 1900,False,False
4950,Mon Jan  1 01:22:30 1900,True,True
4980,Mon Jan  1 01:23:00 1900,False,False
5010,Mon Jan  1 01:23:30 1900,True,True
5040,Mon Jan  1 01:24:00 1900,True,True
5070,Mon Jan  1 01:24:30 1900,False,False
5100,Mon Jan  1 01:25:00 1900,True,True
5130,Mon Jan  1 01:25:30 1900,False,False
5160,Mon Jan  1 01:26:00 1900,True,True
5190,Mon Jan  1 01:26:30 1900,False,False
5220,Mon Jan  1 01:27:00 1900,True,True
5250,Mon Jan  1 01:27:30 1900,True,True
5280,Mon Jan  1 01:28:00 1900,True,True
5310,Mon Jan  1 01:28:30 1900,False,False
5340,Mon Jan  1 01:29:00 1900,True,True
5370,Mon Jan  1 01:29:30 1900,True,True
5400,Mon Jan  1 01:30:00 1900,True,True
5430,Mon Jan  1 01:30:30 1900,False,False
5460,Mon Jan  1 01:31:00 1900,True,True
5490,Mon Jan  1 01:31:30 1900,True,True
5520,Mon Jan  1 01:32:00 1900,True,True
5550,Mon Jan  1 01:32:30 1900,False,False
5580,Mon Jan  1 01:33:00 1900,True,True
5610,Mon Jan  1 01:33:30 1900,False,False
5640,Mon Jan  1 01:34:00 1900,True,True
5670,Mon Jan  1 01:34:30 1900,True,True
5700,Mon Jan  1 01:35:00 1900,False,False
5730,Mon Jan  1 01:35:30 1900,True,True
5760,Mon Jan  1 01:36:00 1900,False,False
5790,Mon Jan  1 01:36:30 1900,False,False
5820,Mon Jan  1 01:37:00 1900,False,False
5850,Mon Jan  1 01:37:30 1900,False,False
5880,Mon Jan  1 01:38:00 1900,True,True
5910,Mon Jan  1 01:38:30 1900,False,False
5940,Mon Jan  1 01:39:00 1900,False,False
5970,Mon Jan  1 01:39:30 1900,True,True
6000,Mon Jan  1 01:40:00 1900,False,False
6030,Mon Jan  1 01:40:30 1900,False,False
6060,Mon Jan  1 01:41:00 1900,False,False
6090,Mon Jan  1 01:41:30 1900,True,True
6120,Mon Jan  1 01:42:00 1900,False,False
6150,Mon Jan  1 01:42:30 1900,True,True
6180,Mon Jan  1 01:43:00 1900,True,True
6210,Mon Jan  1 01:43:30 1900,True,True
6240,Mon Jan  1 01:44:00 1900,True,True
6270,Mon Jan  1 01:44:30 1900,False,False
6300,Mon Jan  1 01:45:00 1900,False,False
6330,Mon Jan  1 01:45:30 1900,True,True
6360,Mon Jan  1 01:46:00 1900,True,True
6390,Mon Jan  1 01:46:30 1900,False,False
6420,Mon Jan  1 01:47:00 1900,False,False
6450,Mon Jan  1 01:47:30 1900,False,False
6480,Mon Jan  1 01:48:00 1900,False,False
6510,Mon Jan  1 01:48:30 1900,False,False
6540,Mon Jan  1 01:49:00 1900,True,True
6570,Mon Jan  1 01:49:30 1900,True,True
6600,Mon Jan  1 01:50:00 1900,True,True
6630,Mon Jan  1 01:50:30 1900,False,False
6660,Mon Jan  1 01:51:00 1900,True,True
6690,Mon Jan  1 01:51:30 1900,True,True
6720,Mon Jan  1 01:52:00 1900,True,True
6750,Mon Jan  1 01:52:30 1900,False,False
6780,Mon Jan  1 01:53:00 1900,False,False
6810,Mon Jan  1 01:53:30 1900,False,False
6840,Mon Jan  1 01:54:00 1900,True,True
6870,Mon Jan  1 01:54:30 1900,True,True
6900,Mon Jan  1 01:55:00 1900,True,True
6930,Mon Jan  1 01:55:30 1900,False,False
6960,Mon Jan  1 01:56:00 1900,False,False
6990,Mon Jan  1 01:56:30 1900,True,True
7020,Mon Jan  1 01:57:00 1900,False,False
7050,Mon Jan  1 01:57:30 1900,True,True
7080,Mon Jan  1 01:58:00 1900,True,True
7110,Mon Jan  1 01:58:30 1900,False,False
7140,Mon Jan  1 01:59:00 1900,False,False
7170,Mon Jan  1 01:59:30 1900,True,True
7200,Mon Jan  1 02:00:00 1900,True,True
7230,Mon Jan  1 02:00:30 1900,True,True
7260,Mon Jan  1 02:01:00 1900,True,True
7290,Mon Jan  1 02:01:30 1900,True,True
7320,Mon Jan  1 02:02:00 1900,False,False
7350,Mon Jan  1 02:02:30 1900,True,True
7380,Mon Jan  1 02:03:00 1900,False,False
7410,Mon Jan  1 02:03:30 1900,True,True
7440,Mon Jan  1 02:04:00 1900,False,False
7470,Mon Jan  1 02:04:30 1900,True,True
7500,Mon Jan  1 02:05:00 1900,True,True
7530,Mon Jan  1 02:05:30 1900,False,False
7560,Mon Jan  1 02:06:00 1900,False,False
7590,Mon Jan  1 02:06:30 1900,False,False
7620,Mon Jan  1 02:07:00 1900,True,True
7650,Mon Jan  1 02:07:30 1900,False,False
7680,Mon Jan  1 02:08:00 1900,True,True
7710,Mon Jan  1 02:08:30 1900,True,True
7740,Mon Jan  1 02:09:00 1900,False,False
7770,Mon Jan  1 02:09:30 1900,True,True
7800,Mon Jan  1 02:10:00 1900,False,False
7830,Mon Jan  1 02:10:30 1900,True,True
7860,Mon Jan  1 02:11:00 1900,True,True
7890,Mon Jan  1 02:11:30 1900,False,False
7920,Mon Jan  1 02:12:00 1900,True,True
7950,Mon Jan  1 02:12:30 1900,True,True
7980,Mon Jan  1 02:13:00 1900,True,True
8010,Mon Jan  1 02:13:30 1900,True,True
8040,Mon Jan  1 02:14:00 1900,False,False
8070,Mon Jan  1 02:14:30 1900,True,True
8100,Mon Jan  1 02:15:00 1900,True,True
8130,Mon Jan  1 02:15:30 1900,False,False
8160,Mon Jan  1 02:16:00 1900,False,False
8190,Mon Jan  1 02:16:30 1900,True,True
8220,Mon Jan  1 02:17:00 1900,False,False
8250,Mon Jan  1 02:17:30 1900,True,True
8280,Mon Jan  1 02:18:00 1900,True,True
8310,Mon Jan  1 02:18:30 1900,True,True
8340,Mon Jan  1 02:19:00 1900,True,True
8370,Mon Jan  1 02:19:30 1900,True,True
8400,Mon Jan  1 02:20:00 1900,False,False
8430,Mon Jan  1 02:20:30 1900,True,True
8460,Mon Jan  1 02:21:00 1900,False,False
8490,Mon Jan  1 02:21:30 1900,False,False
8520,Mon Jan  1 02:22:00 1900,False,False
8550,Mon Jan  1 02:22:30 1900,True,True
8580,Mon Jan  1 02:23:00 1900,True,True
8610,Mon Jan  1 02:23:30 1900,False,False
8640,Mon Jan  1 02:24:00 1900,True,True
8670,Mon Jan  1 02:24:30 1900,False,False
8700,Mon Jan  1 02:25:00 1900,True,True
8730,Mon Jan  1 02:25:30 1900,True,True
8760,Mon Jan  1 02:26:00 1900,False,False
8790,Mon Jan  1 02:26:30 1900,False,False
8820,Mon Jan  1 02:27:00 1900,True,True
8850,Mon Jan  1 02:27:30 1900,True,True
8880,Mon Jan  1 02:28:00 1900,True,True
8910,Mon Jan  1 02:28:30 1900,True,True
8940,Mon Jan  1 02:29:00 1900,False,False
8970,Mon Jan  1 02:29:30 1900,False,False
9000,Mon Jan  1 02:30:00 1900,True,True
9030,Mon Jan  1 02:30:30 1900,False,False
9060,Mon Jan  1 02:31:00 1900,False,False
9090,Mon Jan  1 02:31:30 1900,True,True
9120,Mon Jan  1 02:32:00 1900,False,False
9150,Mon Jan  1 02:32:30 1900,True,True
9180,Mon Jan  1 02:33:00 1900,False,False
9210,Mon Jan  1 02:33:30 1900,True,True
9240,Mon Jan  1 02:34:00 1900,False,False
9270,Mon Jan  1 02:34:30 1900,True,True
9300,Mon Jan  1 02:35:00 1900,True,True
9330,Mon Jan  1 02:35:30 1900,True,True
9360,Mon Jan  1 02:36:00 1900,False,False
9390,Mon Jan  1 02:36:30 1900,True,True
9420,Mon Jan  1 02:37:00 1900,False,False
9450,Mon Jan  1 02:37:30 1900,True,True
9480,Mon Jan  1 02:38:00 1900,True,True
9510,Mon Jan  1 02:38:30 1900,False,False
9540,Mon Jan  1 02:39:00 1900,False,False
9570,Mon Jan  1 02:39:30 1900,True,True
9600,Mon Jan  1 02:40:00 1900,True,True
9630,Mon Jan  1 02:40:30 1900,True,True
9660,Mon Jan  1 02:41:00 1900,True,True
9690,Mon Jan  1 02:41:30 1900,True,True
9720,Mon Jan  1 02:42:00 1900,False,False
9750,Mon Jan  1 02:42:30 1900,True,True
9780,Mon Jan  1 02:43:00 1900,False,False
9810,Mon Jan  1 02:43:30 1900,False,False
9840,Mon Jan  1 02:44:00 1900,True,True
9870,Mon Jan  1 02:44:30 1900,False,False
9900,Mon Jan  1 02:45:00 1900,True,True
9930,Mon Jan  1 02:45:30 1900,False,False
9960,Mon Jan  1 02:46:00 1900,True,True
9990,Mon Jan  1 02:46:30 1900,False,False
10020,Mon Jan  1 02:47:00 1900,False,False
10050,Mon Jan  1 02:47:30 1900,True,True
10080,Mon Jan  1 02:48:00 1900,True,True
10110,Mon Jan  1 02:48:30 1900,True,True
10140,Mon Jan  1 02:49:00 1900,False,False
10170,Mon Jan  1 02:49:30 1900,True,True
10200,Mon Jan  1 02:50:00 1900,True,True
10230,Mon Jan  1 02:50:30 1900,True,True
10260,Mon Jan  1 02:51:00 1900,False,False
10290,Mon Jan  1 02:51:30 1900,False,False
10320,Mon Jan  1 02:52:00 1900,False,False
10350,Mon Jan  1 02:52:30 1900,False,False
10380,Mon Jan  1 02:53:00 1900,True,True
10410,Mon Jan  1 02:53:30 1900,True,True
10440,Mon Jan  1 02:54:00 1900,False,False
10470,Mon Jan  1 02:54:30 1900,False,False
10500,Mon Jan  1 02:55:00 1900,False,False
10530,Mon Jan  1 02:55:30 1900,True,True
10560,Mon Jan  1 02:56:00 1900,True,True
10590,Mon Jan  1 02:56:30 1900,True,True
10620,Mon Jan  1 02:57:00 1900,True,True
10650,Mon Jan  1 02:57:30 1900,False,False
10680,Mon Jan  1 02:58:00 1900,False,False
10710,Mon Jan  1 02:58:30 1900,False,False
10740,Mon Jan  1 02:59:00 1900,True,True
10770,Mon Jan  1 02:59:30 1900,False,False
10800,Mon Jan  1 03:00:00 1900,True,True
10830,Mon Jan  1 03:00:30 1900,True,True
10860,Mon Jan  1 03:01:00 1900,True,True
10890,Mon Jan  1 03:01:30 1900,False,False
10920,Mon Jan  1 03:02:00 1900,True,True
10950,Mon Jan  1 03:02:30 1900,True,True
10980,Mon Jan  1 03:03:00 1900,True,True
11010,Mon Jan  1 03:03:30 1900,True,True
11040,Mon Jan  1 03:04:00 1900,False,False
11070,Mon Jan  1 03:04:30 1900,True,True
11100,Mon Jan  1 03:05:00 1900,False,False
11130,Mon Jan  1 03:05:30 1900,True,True
11160,Mon Jan  1 03:06:00 1900,False,False
11190,Mon Jan  1 03:06:30 1900,True,True
11220,Mon Jan  1 03:07:00 1900,False,False
11250,Mon Jan  1 03:07:30 1900,False,False
11280,Mon Jan  1 03:08:00 1900,False,False
11310,Mon Jan  1 03:08:30 1900,True,True
11340,Mon Jan  1 03:09:00 1900,False,False
11370,Mon Jan  1 03:09:30 1900,False,False
11400,Mon Jan  1 03:10:00 1900,True,True
11430,Mon Jan  1 03:10:30 1900,False,False
11460,Mon Jan  1 03:11:00 1900,True,True
11490,Mon Jan  1 03:11:30 1900,False,False
11520,Mon Jan  1 03:12:00 1900,True,True
11550,Mon Jan  1 03:12:30 1900,False,False
11580,Mon Jan  1 03:13:00 1900,True,True
11610,Mon Jan  1 03:13:30 1900,False,False
11640,Mon Jan  1 03:14:00 1900,False,False
11670,Mon Jan  1 03:14:30 1900,True,True
11700,Mon Jan  1 03:15:00 1900,False,False
11730,Mon Jan  1 03:15:30 1900,False,False
11760,Mon Jan  1 03:16:00 1900,True,True
11790,Mon Jan  1 03:16:30 1900,False,False
11820,Mon Jan  1 03:17:00 1900,False,False
11850,Mon Jan  1 03:17:30 1900,True,True
11880,Mon Jan  1 03:18:00 1900,False,False
11910,Mon Jan  1 03:18:30 1900,False,False
11940,Mon Jan  1 03:19:00 1900,True,True
11970,Mon Jan  1 03:19:30 1900,False,False
12000,Mon Jan  1 03:20:00 1900,False,False
12030,Mon Jan  1 03:20:30 1900,False,False
12060,Mon Jan  1 03:21:00 1900,False,False
12090,Mon Jan  1 03:21:30 1900,False,False
12120,Mon Jan  1 03:22:00 1900,False,False
12150,Mon Jan  1 03:22:30 1900,True,True
12180,Mon Jan  1 03:23:00 1900,True,True
12210,Mon Jan  1 03:23:30 1900,False,False
12240,Mon Jan  1 03:24:00 1900,True,True
12270,Mon Jan  1 03:24:30 1900,False,False
12300,Mon Jan  1 03:25:00 1900,False,False
12330,Mon Jan  1 03:25:30 1900,True,True
12360,Mon Jan  1 03:26:00 1900,False,False
12390,Mon Jan  1 03:26:30 1900,True,True
12420,Mon Jan  1 03:27:00 1900,False,False
12450,Mon Jan  1 03:27:30 1900,True,True
12480,Mon Jan  1 03:28:00 1900,False,False
12510,Mon Jan  1 03:28:30 1900,False,False
12540,Mon Jan  1 03:29:00 1900,True,True
12570,Mon Jan  1 03:29:30 1900,True,True
12600,Mon Jan  1 03:30:00 1900,False,False
12630,Mon Jan  1 03:30:30 1900,True,True
12660,Mon Jan  1 03:31:00 1900,True,True
12690,Mon Jan  1 03:31:30 1900,False,False
12720,Mon Jan  1 03:32:00 1900,True,True
12750,Mon Jan  1 03:32:30 1900,False,False
12780,Mon Jan  1 03:33:00 1900,True,True
12810,Mon Jan  1 03:33:30 1900,False,False
12840,Mon Jan  1 03:34:00 1900,True,True
12870,Mon Jan  1 03:34:30 1900,False,False
12900,Mon Jan  1 03:35:00 1900,False,False
12930,Mon Jan  1 03:35:30 1900,True,True
12960,Mon Jan  1 03:36:00 1900,False,False
12990,Mon Jan  1 03:36:30 1900,False,False
13020,Mon Jan  1 03:37:00 1900,False,False
13050,Mon Jan  1 03:37:30 1900,False,False
13080,Mon Jan  1 03:38:00 1900,True,True
13110,Mon Jan  1 03:38:30 1900,True,True
13140,Mon Jan  1 03:39:00 1900,False,False
13170,Mon Jan  1 03:39:30 1900,True,True
13200,Mon Jan  1 03:40:00 1900,False,False
13230,Mon Jan  1 03:40:30 1900,True,True
13260,Mon Jan  1 03:41:00 1900,False,False
13290,Mon Jan  1 03:41:30 1900,False,False
13320,Mon Jan  1 03:42:00 1900,False,False
13350,Mon Jan  1 03:42:30 1900,True,True
13380,Mon Jan  1 03:43:00 1900,False,False
13410,Mon Jan  1 03:43:30 1900,True,True
13440,Mon Jan  1 03:44:00 1900,False,False
13470,Mon Jan  1 03:44:30 1900,True,True
13500,Mon Jan  1 03:45:00 1900,False,False
13530,Mon Jan  1 03:45:30 1900,False,False
13560,Mon Jan  1 03:46:00 1900,False,False
13590,Mon Jan  1 03:46:30 1900,True,True
13620,Mon Jan  1 03:47:00 1900,True,True
13650,Mon Jan  1 03:47:30 1900,False,False
13680,Mon Jan  1 03:48:00 1900,True,True
13710,Mon Jan  1 03:48:30 1900,True,True
13740,Mon Jan  1 03:49:00 1900,False,False
13770,Mon Jan  1 03:49:30 1900,False,False
13800,Mon Jan  1 03:50:00 1900,False,False
13830,Mon Jan  1 03:50:30 1900,False,False
13860,Mon Jan  1 03:51:00 1900,False,False
13890,Mon Jan  1 03:51:30 1900,False,False
13920,Mon Jan  1 03:52:00 1900,False,False
13950,Mon Jan  1 03:52:30 1900,False,False
13980,Mon Jan  1 03:53:00 1900,False,False
14010,Mon Jan  1 03:53:30 1900,True,True
14040,Mon Jan  1 03:54:00 1900,True,True
14070,Mon Jan  1 03:54:30 1900,False,False
14100,Mon Jan  1 03:55:00 1900,True,True
14130,Mon Jan  1 03:55:30 1900,True,True
14160,Mon Jan  1 03:56:00 1900,True,True
14190,Mon Jan  1 03:56:30 1900,False,False
14220,Mon Jan  1 03:57:00 1900,True,True
14250,Mon Jan  1 03:57:30 1900,False,False
14280,Mon Jan  1 03:58:00 1900,True,True
14310,Mon Jan  1 03:58:30 1900,False,False
14340,Mon Jan  1 03:59:00 1900,True,True
14370,Mon Jan  1 03:59:30 1900,True,True
14400,Mon Jan  1 04:00:00 1900,True,True
14430,Mon Jan  1 04:00:30 1900,True,True
14460,Mon Jan  1 04:01:00 1900,False,False
14490,Mon Jan  1 04:01:30 1900,False,False
14520,Mon Jan  1 04:02:00 1900,False,False
14550,Mon Jan  1 04:02:30 1900,True,True
14580,Mon Jan  1 04:03:00 1900,False,False
14610,Mon Jan  1 04:03:30 1900,True,True
14640,Mon Jan  1 04:04:00 1900,True,True
14670,Mon Jan  1 04:04:30 1900,False,False
14700,Mon Jan  1 04:05:00 1900,True,True
14730,Mon Jan  1 04:05:30 1900,False,False
14760,Mon Jan  1 04:06:00 1900,False,False
14790,Mon Jan  1 04:06:30 1900,True,True
14820,Mon Jan  1 04:07:00 1900,False,False
14850,Mon Jan  1 04:07:30 1900,True,True
14880,Mon Jan  1 04:08:00 1900,True,True
14910,Mon Jan  1 04:08:30 1900,True,True
14940,Mon Jan  1 04:09:00 1900,False,False
14970,Mon Jan  1 04:09:30 1900,True,True
15000,Mon Jan  1 04:10:00 1900,True,True
15030,Mon Jan  1 04:10:30 1900,True,True
15060,Mon Jan  1 04:11:00 1900,True,True
15090,Mon Jan  1 04:11:30 1900,False,False
15120,Mon Jan  1 04:12:00 1900,True,True
15150,Mon Jan  1 04:12:30 1900,False,False
15180,Mon Jan  1 04:13:00 1900,True,True
15210,Mon Jan  1 04:13:30 1900,False,False
15240,Mon Jan  1 04:14:00 1900,True,True
15270,Mon Jan  1 04:14:30 1900,True,True
15300,Mon Jan  1 04:15:00 1900,False,False
15330,Mon Jan  1 04:15:30 1900,True,True
15360,Mon Jan  1 04:16:00 1900,True,True
15390,Mon Jan  1 04:16:30 1900,False,False
15420,Mon Jan  1 04:17:00 1900,True,True
15450,Mon Jan  1 04:17:30 1900,True,True
15480,Mon Jan  1 04:18:00 1900,False,False
15510,Mon Jan  1 04:18:30 1900,True,True
15540,Mon Jan  1 04:19:00 1900,True,True
15570,Mon Jan  1 04:19:30 1900,True,True
15600,Mon Jan  1 04:20:00 1900,True,True
15630,Mon Jan  1 04:20:30 1900,True,True
15660,Mon Jan  1 04:21:00 1900,True,True
15690,Mon Jan  1 04:21:30 1900,False,False
15720,Mon Jan  1 04:22:00 1900,True,True
15750,Mon Jan  1 04:22:30 1900,True,True
15780,Mon Jan  1 04:23:00 1900,False,False
15810,Mon Jan  1 04:23:30 1900,True,True
15840,Mon Jan  1 04:24:00 1900,True,True
15870,Mon Jan  1 04:24:30 1900,False,False
15900,Mon Jan  1 04:25:00 1900,False,False
15930,Mon Jan  1 04:25:30 1900,False,False
15960,Mon Jan  1 04:26:00 1900,True,True
15990,Mon Jan  1 04:26:30 1900,True,True
16020,Mon Jan  1 04:27:00 1900,True,True
16050,Mon Jan  1 04:27:30 1900,False,False
16080,Mon Jan  1 04:28:00 1900,False,False
16110,Mon Jan  1 04:28:30 1900,False,False
16140,Mon Jan  1 04:29:00 1900,False,False
16170,Mon Jan  1 04:29:30 1900,True,True
16200,Mon Jan  1 04:30:00 1900,False,False
16230,Mon Jan  1 04:30:30 1900,False,False
16260,Mon Jan  1 04:31:00 1900,True,True
16290,Mon Jan  1 04:31:30 1900,True,True
16320,Mon Jan  1 04:32:00 1900,False,False
16350,Mon Jan  1 04:32:30 1900,True,True
16380,Mon Jan  1 04:33:00 1900,True,True
16410,Mon Jan  1 04:33:30 1900,True,True
16440,Mon Jan  1 04:34:00 1900,True,True
16470,Mon Jan  1 04:34:30 1900,True,True
16500,Mon Jan  1 04:35:00 1900,False,False
16530,Mon Jan  1 04:35:30 1900,True,True
16560,Mon Jan  1 04:36:00 1900,False,False
16590,Mon Jan  1 04:36:30 1900,False,False
16620,Mon Jan  1 04:37:00 1900,False,False
16650,Mon Jan  1 04:37:30 1900,True,True
16680,Mon Jan  1 04:38:00 1900,True,True
16710,Mon Jan  1 04:38:30 1900,True,True
16740,Mon Jan  1 04:39:00 1900,False,False
