timestamp,total_seconds_elapsed,movement,status
Mon Jan  1 01:29:30 1900,5370,False,False
Mon Jan  1 01:30:00 1900,5400,False,False
Mon Jan  1 01:30:30 1900,5430,False,False
Mon Jan  1 01:31:00 1900,5460,False,False
Mon Jan  1 01:31:30 1900,5490,False,False
Mon Jan  1 01:32:00 1900,5520,False,False
Mon Jan  1 01:32:30 1900,5550,False,False
Mon Jan  1 01:33:00 1900,5580,False,False
Mon Jan  1 01:33:30 1900,5610,False,False
Mon Jan  1 01:34:00 1900,5640,False,False
Mon Jan  1 01:34:30 1900,5670,False,False
Mon Jan  1 01:35:00 1900,5700,False,False
Mon Jan  1 01:35:30 1900,5730,False,False
Mon Jan  1 01:36:00 1900,5760,False,False
Mon Jan  1 01:36:30 1900,5790,False,False
Mon Jan  1 01:37:00 1900,5820,False,False
Mon Jan  1 01:37:30 1900,5850,False,False
Mon Jan  1 01:38:00 1900,5880,False,False
Mon Jan  1 01:38:30 1900,5910,False,False
Mon Jan  1 01:39:00 1900,5940,False,False
Mon Jan  1 01:39:30 1900,5970,False,False
Mon Jan  1 01:40:00 1900,6000,False,False
Mon Jan  1 01:40:30 1900,6030,False,False
Mon Jan  1 01:41:00 1900,6060,False,False
Mon Jan  1 01:41:30 1900,6090,False,False
Mon Jan  1 01:42:00 1900,6120,False,False
Mon Jan  1 01:42:30 1900,6150,False,False
Mon Jan  1 01:43:00 1900,6180,False,False
Mon Jan  1 01:43:30 1900,6210,False,False
Mon Jan  1 01:44:00 1900,6240,False,False
Mon Jan  1 01:44:30 1900,6270,False,False
Mon Jan  1 01:45:00 1900,6300,False,False
Mon Jan  1 01:45:30 1900,6330,False,False
Mon Jan  1 01:46:00 1900,6360,False,False
Mon Jan  1 01:46:30 1900,6390,False,False
Mon Jan  1 01:47:00 1900,6420,False,False
Mon Jan  1 01:47:30 1900,6450,False,False
Mon Jan  1 01:48:00 1900,6480,False,False
Mon Jan  1 01:48:30 1900,6510,False,False
Mon Jan  1 01:49:00 1900,6540,False,False
Mon Jan  1 01:49:30 1900,6570,False,False
Mon Jan  1 01:50:00 1900,6600,False,False
Mon Jan  1 01:50:30 1900,6630,False,False
Mon Jan  1 01:51:00 1900,6660,False,False
Mon Jan  1 01:51:30 1900,6690,False,False
Mon Jan  1 01:52:00 1900,6720,False,False
Mon Jan  1 01:52:30 1900,6750,False,False
Mon Jan  1 01:53:00 1900,6780,False,False
Mon Jan  1 01:53:30 1900,6810,False,False
Mon Jan  1 01:54:00 1900,6840,False,False
Mon Jan  1 01:54:30 1900,6870,False,False
Mon Jan  1 01:55:00 1900,6900,False,False
Mon Jan  1 01:55:30 1900,6930,False,False
Mon Jan  1 01:56:00 1900,6960,False,False
Mon Jan  1 01:56:30 1900,6990,False,False
Mon Jan  1 01:57:00 1900,7020,False,False
Mon Jan  1 01:57:30 1900,7050,False,False
Mon Jan  1 01:58:00 1900,7080,False,False
Mon Jan  1 01:58:30 1900,7110,False,False
Mon Jan  1 01:59:00 1900,7140,False,False
Mon Jan  1 01:59:30 1900,7170,False,False
Mon Jan  1 02:00:00 1900,7200,False,False
Mon Jan  1 02:00:30 1900,7230,False,False
Mon Jan  1 02:01:00 1900,7260,False,False
Mon Jan  1 02:01:30 1900,7290,False,False
Mon Jan  1 02:02:00 1900,7320,False,False
Mon Jan  1 02:02:30 1900,7350,False,False
Mon Jan  1 02:03:00 1900,7380,False,False
Mon Jan  1 02:03:30 1900,7410,False,False
Mon Jan  1 02:04:00 1900,7440,False,False
Mon Jan  1 02:04:30 1900,7470,False,False
Mon Jan  1 02:05:00 1900,7500,False,False
Mon Jan  1 02:05:30 1900,7530,False,False
Mon Jan  1 02:06:00 1900,7560,False,False
Mon Jan  1 02:06:30 1900,7590,False,False
Mon Jan  1 02:07:00 1900,7620,False,False
Mon Jan  1 02:07:30 1900,7650,False,False
Mon Jan  1 02:08:00 1900,7680,False,False
Mon Jan  1 02:08:30 1900,7710,False,False
Mon Jan  1 02:09:00 1900,7740,False,False
Mon Jan  1 02:09:30 1900,7770,False,False
Mon Jan  1 02:10:00 1900,7800,False,False
Mon Jan  1 02:10:30 1900,7830,False,False
Mon Jan  1 02:11:00 1900,7860,False,False
Mon Jan  1 02:11:30 1900,7890,False,False
Mon Jan  1 02:12:00 1900,7920,False,False
Mon Jan  1 02:12:30 1900,7950,False,False
Mon Jan  1 02:13:00 1900,7980,False,False
Mon Jan  1 02:13:30 1900,8010,False,False
Mon Jan  1 02:14:00 1900,8040,False,False
Mon Jan  1 02:14:30 1900,8070,False,False
Mon Jan  1 02:15:00 1900,8100,False,False
Mon Jan  1 02:15:30 1900,8130,False,False
Mon Jan  1 02:16:00 1900,8160,False,False
Mon Jan  1 02:16:30 1900,8190,False,False
Mon Jan  1 02:17:00 1900,8220,False,False
Mon Jan  1 02:17:30 1900,8250,False,False
Mon Jan  1 02:18:00 1900,8280,False,False
Mon Jan  1 02:18:30 1900,8310,False,False
Mon Jan  1 02:19:00 1900,8340,False,False
Mon Jan  1 02:19:30 1900,8370,False,False
Mon Jan  1 02:20:00 1900,8400,False,False
Mon Jan  1 02:20:30 1900,8430,False,False
Mon Jan  1 02:21:00 1900,8460,False,False
Mon Jan  1 02:21:30 1900,8490,False,False
Mon Jan  1 02:22:00 1900,8520,False,False
Mon Jan  1 02:22:30 1900,8550,False,False
Mon Jan  1 02:23:00 1900,8580,False,False
Mon Jan  1 02:23:30 1900,8610,False,False
Mon Jan  1 02:24:00 1900,8640,False,False
Mon Jan  1 02:24:30 1900,8670,False,False
Mon Jan  1 02:25:00 1900,8700,False,False
Mon Jan  1 02:25:30 1900,8730,False,False
Mon Jan  1 02:26:00 1900,8760,False,False
Mon Jan  1 02:26:30 1900,8790,False,False
Mon Jan  1 02:27:00 1900,8820,False,False
Mon Jan  1 02:27:30 1900,8850,False,False
Mon Jan  1 02:28:00 1900,8880,False,False
Mon Jan  1 02:28:30 1900,8910,False,False
Mon Jan  1 02:29:00 1900,8940,False,False
Mon Jan  1 02:29:30 1900,8970,False,False
Mon Jan  1 02:30:00 1900,9000,False,False
Mon Jan  1 02:30:30 1900,9030,False,False
Mon Jan  1 02:31:00 1900,9060,False,False
Mon Jan  1 02:31:30 1900,9090,False,False
Mon Jan  1 02:32:00 1900,9120,False,False
Mon Jan  1 02:32:30 1900,9150,False,False
Mon Jan  1 02:33:00 1900,9180,False,False
Mon Jan  1 02:33:30 1900,9210,False,False
Mon Jan  1 02:34:00 1900,9240,False,False
Mon Jan  1 02:34:30 1900,9270,False,False
Mon Jan  1 02:35:00 1900,9300,False,False
Mon Jan  1 02:35:30 1900,9330,False,False
Mon Jan  1 02:36:00 1900,9360,False,False
Mon Jan  1 02:36:30 1900,9390,False,False
Mon Jan  1 02:37:00 1900,9420,False,False
Mon Jan  1 02:37:30 1900,9450,False,False
Mon Jan  1 02:38:00 1900,9480,False,False
Mon Jan  1 02:38:30 1900,9510,False,False
Mon Jan  1 02:39:00 1900,9540,False,False
Mon Jan  1 02:39:30 1900,9570,False,False
Mon Jan  1 02:40:00 1900,9600,False,False
Mon Jan  1 02:40:30 1900,9630,False,False
Mon Jan  1 02:41:00 1900,9660,False,False
Mon Jan  1 02:41:30 1900,9690,False,False
Mon Jan  1 02:42:00 1900,9720,False,False
Mon Jan  1 02:42:30 1900,9750,False,False
Mon Jan  1 02:43:00 1900,9780,False,False
Mon Jan  1 02:43:30 1900,9810,False,False
Mon Jan  1 02:44:00 1900,9840,False,False
Mon Jan  1 02:44:30 1900,9870,False,False
Mon Jan  1 02:45:00 1900,9900,False,False
Mon Jan  1 02:45:30 1900,9930,False,False
Mon Jan  1 02:46:00 1900,9960,False,False
Mon Jan  1 02:46:30 1900,9990,False,False
Mon Jan  1 02:47:00 1900,10020,False,False
Mon Jan  1 02:47:30 1900,10050,False,False
Mon Jan  1 02:48:00 1900,10080,False,False
Mon Jan  1 02:48:30 1900,10110,False,False
Mon Jan  1 02:49:00 1900,10140,False,False
Mon Jan  1 02:49:30 1900,10170,False,False
Mon Jan  1 02:50:00 1900,10200,False,False
Mon Jan  1 02:50:30 1900,10230,False,False
Mon Jan  1 02:51:00 1900,10260,False,False
Mon Jan  1 02:51:30 1900,10290,False,False
Mon Jan  1 02:52:00 1900,10320,False,False
Mon Jan  1 02:52:30 1900,10350,False,False
Mon Jan  1 02:53:00 1900,10380,False,False
Mon Jan  1 02:53:30 1900,10410,False,False
Mon Jan  1 02:54:00 1900,10440,False,False
Mon Jan  1 02:54:30 1900,10470,False,False
Mon Jan  1 02:55:00 1900,10500,False,False
Mon Jan  1 02:55:30 1900,10530,False,False
Mon Jan  1 02:56:00 1900,10560,False,False
Mon Jan  1 02:56:30 1900,10590,False,False
Mon Jan  1 02:57:00 1900,10620,False,False
Mon Jan  1 02:57:30 1900,10650,False,False
Mon Jan  1 02:58:00 1900,10680,False,False
Mon Jan  1 02:58:30 1900,10710,False,False
Mon Jan  1 02:59:00 1900,10740,False,False
Mon Jan  1 02:59:30 1900,10770,False,False
Mon Jan  1 03:00:00 1900,10800,False,False
Mon Jan  1 03:00:30 1900,10830,False,False
Mon Jan  1 03:01:00 1900,10860,False,False
Mon Jan  1 03:01:30 1900,10890,False,False
Mon Jan  1 03:02:00 1900,10920,False,False
Mon Jan  1 03:02:30 1900,10950,False,False
Mon Jan  1 03:03:00 1900,10980,False,False
Mon Jan  1 03:03:30 1900,11010,False,False
Mon Jan  1 03:04:00 1900,11040,False,False
Mon Jan  1 03:04:30 1900,11070,False,False
Mon Jan  1 03:05:00 1900,11100,False,False
Mon Jan  1 03:05:30 1900,11130,False,False
Mon Jan  1 03:06:00 1900,11160,False,False
Mon Jan  1 03:06:30 1900,11190,False,False
Mon Jan  1 03:07:00 1900,11220,False,False
Mon Jan  1 03:07:30 1900,11250,False,False
Mon Jan  1 03:08:00 1900,11280,False,False
Mon Jan  1 03:08:30 1900,11310,False,False
Mon Jan  1 03:09:00 1900,11340,False,False
Mon Jan  1 03:09:30 1900,11370,False,False
Mon Jan  1 03:10:00 1900,11400,False,False
Mon Jan  1 03:10:30 1900,11430,False,False
Mon Jan  1 03:11:00 1900,11460,False,False
Mon Jan  1 03:11:30 1900,11490,False,False
Mon Jan  1 03:12:00 1900,11520,False,False
Mon Jan  1 03:12:30 1900,11550,False,False
Mon Jan  1 03:13:00 1900,11580,False,False
Mon Jan  1 03:13:30 1900,11610,False,False
Mon Jan  1 03:14:00 1900,11640,False,False
Mon Jan  1 03:14:30 1900,11670,False,False
Mon Jan  1 03:15:00 1900,11700,False,False
Mon Jan  1 03:15:30 1900,11730,False,False
Mon Jan  1 03:16:00 1900,11760,False,False
Mon Jan  1 03:16:30 1900,11790,False,False
Mon Jan  1 03:17:00 1900,11820,False,False
Mon Jan  1 03:17:30 1900,11850,False,False
Mon Jan  1 03:18:00 1900,11880,False,False
Mon Jan  1 03:18:30 1900,11910,False,False
Mon Jan  1 03:19:00 1900,11940,False,False
Mon Jan  1 03:19:30 1900,11970,False,False
Mon Jan  1 03:20:00 1900,12000,False,False
Mon Jan  1 03:20:30 1900,12030,False,False
Mon Jan  1 03:21:00 1900,12060,False,False
Mon Jan  1 03:21:30 1900,12090,False,False
Mon Jan  1 03:22:00 1900,12120,False,False
Mon Jan  1 03:22:30 1900,12150,False,False
Mon Jan  1 03:23:00 1900,12180,False,False
Mon Jan  1 03:23:30 1900,12210,False,False
Mon Jan  1 03:24:00 1900,12240,False,False
Mon Jan  1 03:24:30 1900,12270,False,False
Mon Jan  1 03:25:00 1900,12300,False,False
Mon Jan  1 03:25:30 1900,12330,False,False
Mon Jan  1 03:26:00 1900,12360,False,False
Mon Jan  1 03:26:30 1900,12390,False,False
Mon Jan  1 03:27:00 1900,12420,False,False
Mon Jan  1 03:27:30 1900,12450,False,False
Mon Jan  1 03:28:00 1900,12480,False,False
Mon Jan  1 03:28:30 1900,12510,False,False
Mon Jan  1 03:29:00 1900,12540,False,False
Mon Jan  1 03:29:30 1900,12570,False,False
Mon Jan  1 03:30:00 1900,12600,False,False
Mon Jan  1 03:30:30 1900,12630,False,False
Mon Jan  1 03:31:00 1900,12660,False,False
Mon Jan  1 03:31:30 1900,12690,False,False
Mon Jan  1 03:32:00 1900,12720,False,False
Mon Jan  1 03:32:30 1900,12750,False,False
Mon Jan  1 03:33:00 1900,12780,False,False
Mon Jan  1 03:33:30 1900,12810,False,False
Mon Jan  1 03:34:00 1900,12840,False,False
Mon Jan  1 03:34:30 1900,12870,False,False
Mon Jan  1 03:35:00 1900,12900,False,False
Mon Jan  1 03:35:30 1900,12930,False,False
Mon Jan  1 03:36:00 1900,12960,False,False
Mon Jan  1 03:36:30 1900,12990,False,False
Mon Jan  1 03:37:00 1900,13020,False,False
Mon Jan  1 03:37:30 1900,13050,False,False
Mon Jan  1 03:38:00 1900,13080,False,False
Mon Jan  1 03:38:30 1900,13110,False,False
Mon Jan  1 03:39:00 1900,13140,False,False
Mon Jan  1 03:39:30 1900,13170,False,False
Mon Jan  1 03:40:00 1900,13200,False,False
Mon Jan  1 03:40:30 1900,13230,False,False
Mon Jan  1 03:41:00 1900,13260,False,False
Mon Jan  1 03:41:30 1900,13290,False,False
Mon Jan  1 03:42:00 1900,13320,False,False
Mon Jan  1 03:42:30 1900,13350,False,False
Mon Jan  1 03:43:00 1900,13380,False,False
Mon Jan  1 03:43:30 1900,13410,False,False
Mon Jan  1 03:44:00 1900,13440,False,False
Mon Jan  1 03:44:30 1900,13470,False,False
Mon Jan  1 03:45:00 1900,13500,False,False
Mon Jan  1 03:45:30 1900,13530,False,False
Mon Jan  1 03:46:00 1900,13560,False,False
Mon Jan  1 03:46:30 1900,13590,False,False
Mon Jan  1 03:47:00 1900,13620,False,False
Mon Jan  1 03:47:30 1900,13650,False,False
Mon Jan  1 03:48:00 1900,13680,False,False
Mon Jan  1 03:48:30 1900,13710,False,False
Mon Jan  1 03:49:00 1900,13740,False,False
Mon Jan  1 03:49:30 1900,13770,False,False
Mon Jan  1 03:50:00 1900,13800,False,False
Mon Jan  1 03:50:30 1900,13830,False,False
Mon Jan  1 03:51:00 1900,13860,False,False
Mon Jan  1 03:51:30 1900,13890,False,False
Mon Jan  1 03:52:00 1900,13920,False,False
Mon Jan  1 03:52:30 1900,13950,False,False
Mon Jan  1 03:53:00 1900,13980,False,False
Mon Jan  1 03:53:30 1900,14010,False,False
Mon Jan  1 03:54:00 1900,14040,False,False
Mon Jan  1 03:54:30 1900,14070,False,False
Mon Jan  1 03:55:00 1900,14100,False,False
Mon Jan  1 03:55:30 1900,14130,False,False
Mon Jan  1 03:56:00 1900,14160,False,False
Mon Jan  1 03:56:30 1900,14190,False,False
Mon Jan  1 03:57:00 1900,14220,False,False
Mon Jan  1 03:57:30 1900,14250,False,False
Mon Jan  1 03:58:00 1900,14280,False,False
Mon Jan  1 03:58:30 1900,14310,False,False
Mon Jan  1 03:59:00 1900,14340,False,False
Mon Jan  1 03:59:30 1900,14370,False,False
Mon Jan  1 04:00:00 1900,14400,False,False
Mon Jan  1 04:00:30 1900,14430,False,False
Mon Jan  1 04:01:00 1900,14460,False,False
Mon Jan  1 04:01:30 1900,14490,False,False
Mon Jan  1 04:02:00 1900,14520,False,False
Mon Jan  1 04:02:30 1900,14550,False,False
Mon Jan  1 04:03:00 1900,14580,False,False
Mon Jan  1 04:03:30 1900,14610,False,False
Mon Jan  1 04:04:00 1900,14640,False,False
Mon Jan  1 04:04:30 1900,14670,False,False
Mon Jan  1 04:05:00 1900,14700,False,False
Mon Jan  1 04:05:30 1900,14730,False,False
Mon Jan  1 04:06:00 1900,14760,False,False
Mon Jan  1 04:06:30 1900,14790,False,False
Mon Jan  1 04:07:00 1900,14820,False,False
Mon Jan  1 04:07:30 1900,14850,False,False
Mon Jan  1 04:08:00 1900,14880,False,False
Mon Jan  1 04:08:30 1900,14910,False,False
Mon Jan  1 04:09:00 1900,14940,False,False
Mon Jan  1 04:09:30 1900,14970,False,False
Mon Jan  1 04:10:00 1900,15000,False,False
Mon Jan  1 04:10:30 1900,15030,False,False
Mon Jan  1 04:11:00 1900,15060,False,False
Mon Jan  1 04:11:30 1900,15090,False,False
Mon Jan  1 04:12:00 1900,15120,False,False
Mon Jan  1 04:12:30 1900,15150,False,False
Mon Jan  1 04:13:00 1900,15180,False,False
Mon Jan  1 04:13:30 1900,15210,False,False
Mon Jan  1 04:14:00 1900,15240,False,False
Mon Jan  1 04:14:30 1900,15270,False,False
Mon Jan  1 04:15:00 1900,15300,False,False
Mon Jan  1 04:15:30 1900,15330,False,False
Mon Jan  1 04:16:00 1900,15360,False,False
Mon Jan  1 04:16:30 1900,15390,False,False
Mon Jan  1 04:17:00 1900,15420,False,False
Mon Jan  1 04:17:30 1900,15450,False,False
Mon Jan  1 04:18:00 1900,15480,False,False
Mon Jan  1 04:18:30 1900,15510,False,False
Mon Jan  1 04:19:00 1900,15540,False,False
Mon Jan  1 04:19:30 1900,15570,False,False
Mon Jan  1 04:20:00 1900,15600,False,False
Mon Jan  1 04:20:30 1900,15630,False,False
Mon Jan  1 04:21:00 1900,15660,False,False
Mon Jan  1 04:21:30 1900,15690,False,False
Mon Jan  1 04:22:00 1900,15720,False,False
Mon Jan  1 04:22:30 1900,15750,False,False
Mon Jan  1 04:23:00 1900,15780,False,False
Mon Jan  1 04:23:30 1900,15810,False,False
Mon Jan  1 04:24:00 1900,15840,False,False
Mon Jan  1 04:24:30 1900,15870,False,False
Mon Jan  1 04:25:00 1900,15900,False,False
Mon Jan  1 04:25:30 1900,15930,False,False
Mon Jan  1 04:26:00 1900,15960,False,False
Mon Jan  1 04:26:30 1900,15990,False,False
Mon Jan  1 04:27:00 1900,16020,False,False
Mon Jan  1 04:27:30 1900,16050,False,False
Mon Jan  1 04:28:00 1900,16080,False,False
Mon Jan  1 04:28:30 1900,16110,False,False
Mon Jan  1 04:29:00 1900,16140,False,False
Mon Jan  1 04:29:30 1900,16170,False,False
Mon Jan  1 04:30:00 1900,16200,False,False
Mon Jan  1 04:30:30 1900,16230,False,False
Mon Jan  1 04:31:00 1900,16260,False,False
Mon Jan  1 04:31:30 1900,16290,False,False
Mon Jan  1 04:32:00 1900,16320,False,False
Mon Jan  1 04:32:30 1900,16350,False,False
Mon Jan  1 04:33:00 1900,16380,False,False
Mon Jan  1 04:33:30 1900,16410,False,False
Mon Jan  1 04:34:00 1900,16440,False,False
Mon Jan  1 04:34:30 1900,16470,False,False
Mon Jan  1 04:35:00 1900,16500,False,False
Mon Jan  1 04:35:30 1900,16530,False,False
Mon Jan  1 04:36:00 1900,16560,False,False
Mon Jan  1 04:36:30 1900,16590,False,False
Mon Jan  1 04:37:00 1900,16620,False,False
Mon Jan  1 04:37:30 1900,16650,False,False
Mon Jan  1 04:38:00 1900,16680,False,False
Mon Jan  1 04:38:30 1900,16710,False,False
Mon Jan  1 04:39:00 1900,16740,False,False
